id,label,label_id,text,raw_text,n_words,n_chars
1443,No,0,She will send out a revised spreadsheet on Thursday.,She will send out a revised spreadsheet on Thursday.,9,52
1444,No,0,Shop online and receive a $$NUM service credit Offer available while supplies last.,Shop online and receive a $30 service credit Offer available while supplies last.,13,83
1445,No,0,Should I send the other info.,Should I send the other info.,6,29
1446,No,0,"Since Sunday $NUM August $NUM, you have been invited by $NUM of your contacts to join Netlog, the social community for over $NUM million members.","Since Sunday 28 August 2011, you have been invited by 2 of your contacts to join Netlog, the social community for over 83 million members.",25,145
1447,No,0,"Since hundreds of years ago, the Kama Sutra is a guideline for man how to please a woman in a relationship.","Since hundreds of years ago, the Kama Sutra is a guideline for man how to please a woman in a relationship.",21,107
1448,No,0,"Since this offer may expire at anytime, you might want to hurry and participate now!","Since this offer may expire at anytime, you might want to hurry and participate now!",15,84
1449,No,0,"Since we are selling deliverd gas, the Receipt and Delivery volumes should be the same.","Since we are selling deliverd gas, the Receipt and Delivery volumes should be the same.",15,87
1450,No,0,"Slow browser may need to wait $NUM seconds for your email to appear, then scroll to view.","Slow browser may need to wait 15 seconds for your email to appear, then scroll to view.",17,89
1451,No,0,So I am asking all MyLifeOrganized customers to consider writing at least short review for MLO-iPad on AppStore mentioning what you like and probably what you want to improve.,So I am asking all MyLifeOrganized customers to consider writing at least short review for MLO-iPad on AppStore mentioning what you like and probably what you want to improve.,29,175
1452,No,0,So I can see why you would receive my mail on occassion if someone is either making an educated guess on the address or referencing my old card.,So I can see why you would receive my mail on occassion if someone is either making an educated guess on the address or referencing my old card.,28,144
1453,No,0,So I can't make this meeting.,So I can't make this meeting.,6,29
1454,No,0,"So as long as they buy spot, they can meet the benchmark and pass everything through.","So as long as they buy spot, they can meet the benchmark and pass everything through.",16,85
1455,No,0,So how do you stand out from the crowd?,So how do you stand out from the crowd?,9,39
1456,No,0,"So if she makes the next two dances, then she will be in $NUM out of $NUM dances for the football season.","So if she makes the next two dances, then she will be in 8 out of 10 dances for the football season.",22,105
1457,No,0,"So if you want to save money, better jump to it.","So if you want to save money, better jump to it.",11,48
1458,No,0,"So, I'm not going to San Antonion, just heading for GTown tomorrow.","So, I'm not going to San Antonion, just heading for GTown tomorrow.",12,67
1459,No,0,"So, in order to correctly estimate our economics, I changed the price on the delivery to reflect how the deal will settle.","So, in order to correctly estimate our economics, I changed the price on the delivery to reflect how the deal will settle.",22,122
1460,No,0,"So, why not make the most of it?","So, why not make the most of it?",8,32
1461,No,0,Solution: $NUM) Don't make the PX a monopoly.,Solution: 1) Don't make the PX a monopoly.,8,45
1462,No,0,Sometimes you want to deal with something later.,Sometimes you want to deal with something later.,8,48
1463,No,0,Sorry about not getting back to you sooner.,Sorry about not getting back to you sooner.,8,43
1464,No,0,Sorry for the delay in getting back to you .,Sorry for the delay in getting back to you .,10,44
1465,No,0,"Sorry if it made things, well, fidgety.","Sorry if it made things, well, fidgety.",7,39
1466,No,0,Sorry that I had to cancel and that it took so long for me to get back with you.,Sorry that I had to cancel and that it took so long for me to get back with you.,19,80
1467,No,0,Sorry we couldn't make it yesterday.,Sorry we couldn't make it yesterday.,6,36
1468,No,0,Sorry wrong address,Sorry wrong address,3,19
1469,No,0,Sorry you didn't make to have a beer after the final.,Sorry you didn't make to have a beer after the final.,11,53
1470,No,0,"Sorry, I read the other email first--you guys have me covered quite well.","Sorry, I read the other email first--you guys have me covered quite well.",13,73
1471,No,0,"Sorry, sometimes my Dwarven side gets the better of me, but I really, really want everyone to join us this year.","Sorry, sometimes my Dwarven side gets the better of me, but I really, really want everyone to join us this year.",21,112
1472,No,0,Sounds like the IOUs will get some financial support from Davis tomorrow (at least in words).,Sounds like the IOUs will get some financial support from Davis tomorrow (at least in words).,16,93
1473,No,0,"Southeast Beaches Kickoff Sale! Hurry, Offers End at Midnight Tomorrow!","Southeast Beaches Kickoff Sale! Hurry, Offers End at Midnight Tomorrow!",10,71
1474,No,0,"Southwest Airlines e-mail update for August $NUM, $NUM","Southwest Airlines e-mail update for August 21, 2001",8,54
1475,No,0,"Speaking of cheese, I spoke with Jeff Green last night, and under the circumstances, he'd prefer to do the Dome road next summer (when he's up doing more work on my property.","Speaking of cheese, I spoke with Jeff Green last night, and under the circumstances, he'd prefer to do the Dome road next summer (when he's up doing more work on my property.",32,174
1476,No,0,Spill reporting history and notifications to the state agency were available for review,Spill reporting history and notifications to the state agency were available for review,13,87
1477,No,0,"Stan Horton appreciates the invitation; however, he is unable to attend.","Stan Horton appreciates the invitation; however, he is unable to attend.",11,72
1478,No,0,Stan is in DC today but will be back in the office tomorrow morning.,Stan is in DC today but will be back in the office tomorrow morning.,14,68
1479,No,0,Steve Kean asked that I be the Enron participant at a Women in Business panel discussion at Columbia School of Business.,Steve Kean asked that I be the Enron participant at a Women in Business panel discussion at Columbia School of Business.,21,120
1480,No,0,Steve: Jim mentioned that Ken Lay was trying to talk to Glynn today about getting the PX credit issue resolved.,Steve: Jim mentioned that Ken Lay was trying to talk to Glynn today about getting the PX credit issue resolved.,20,111
1481,No,0,Stop checking your email-aren't you on vacation?,Stop checking your email-aren't you on vacation?,7,48
1482,No,0,Sue stopped by and wanted to discuss your email re: launching missiles over email to the world.,Sue stopped by and wanted to discuss your email re: launching missiles over email to the world.,17,95
1483,No,0,Summary of yesterdays meeting attached,Summary of yesterdays meeting attached,5,38
1484,No,0,Sure family walk - I get the message (finally) I will communicate with you via E-Mail.,Sure family walk - I get the message (finally) I will communicate with you via E-Mail.,16,86
1485,No,0,"Sure, we all need a little pick-me-up every now and then in the form of a latte or a new outfit, but by the time you're $NUM, you've probably figured out which expenditures make you really happy and which fizzle fast.","Sure, we all need a little pick-me-up every now and then in the form of a latte or a new outfit, but by the time you're 30, you've probably figured out which expenditures make you really happy and which fizzle fast.",41,217
1486,No,0,"Take $NUM% off* online with coupon code ZZSANTA through Monday, December 16th, $NUM.","Take 20% off* online with coupon code ZZSANTA through Monday, December 16th, 2013.",13,84
1487,No,0,"Take health insurance for instance, we can provide you with competitive quotes for the top insurance companies in the nation.","Take health insurance for instance, we can provide you with competitive quotes for the top insurance companies in the nation.",20,125
1488,No,0,"Take homeowners insurance for instance, we can provide you with competitive quotes for the top insurance companies in the nation.","Take homeowners insurance for instance, we can provide you with competitive quotes for the top insurance companies in the nation.",20,129
1489,No,0,Taking a break from my sabbatical tomorrow at $NUM:$NUM to interview @guygavrielkay onstage at St Ann's Academy.,Taking a break from my sabbatical tomorrow at 7:30 to interview @guygavrielkay onstage at St Ann's Academy.,17,112
1490,No,0,Taking place on Friday the 15th.,Taking place on Friday the 15th.,6,32
1491,No,0,Target date: Nov. 15th and Dec. $NUM cut off,Target date: Nov. 15th and Dec. 1 cut off,9,44
1492,No,0,Terms of Use and Privacy Policy and Safety Information are applicable to this site.,Terms of Use and Privacy Policy and Safety Information are applicable to this site.,14,83
1493,No,0,Thank you for all of the emails.,Thank you for all of the emails.,7,32
1494,No,0,Thank you for following me.,Thank you for following me.,5,27
1495,No,0,"Thank you for installing our Staunton's Group Pass, we hope you enjoy using it.","Thank you for installing our Staunton's Group Pass, we hope you enjoy using it.",14,79
1496,No,0,Thank you for the email.,Thank you for the email.,5,24
1497,No,0,Thank you for your time and I look forward to hearing from you.,Thank you for your time and I look forward to hearing from you.,13,63
1498,No,0,Thanks -- I now know that you read notes mail messages very promptly!,Thanks -- I now know that you read notes mail messages very promptly!,13,69
1499,No,0,"Thanks Susan, that makes sense.","Thanks Susan, that makes sense.",5,31
1500,No,0,Thanks a lot and I look forward to seeing you guys on Wednesday.,Thanks a lot and I look forward to seeing you guys on Wednesday.,13,64
1501,No,0,Thanks and talk to you on Wednesday.,Thanks and talk to you on Wednesday.,7,36
1502,No,0,Thanks for sending a single check.,Thanks for sending a single check.,6,34
1503,No,0,Thanks for sending me your thoughts from the meeting you attended.,Thanks for sending me your thoughts from the meeting you attended.,11,66
1504,No,0,Thanks for the e-mail.,Thanks for the e-mail.,4,22
1505,No,0,Thanks for the email regarding my baby.,Thanks for the email regarding my baby.,7,39
1506,No,0,Thanks for the email.,Thanks for the email.,4,21
1507,No,0,"Thanks for the info, I see a couple of changes I need to make.","Thanks for the info, I see a couple of changes I need to make.",14,62
1508,No,0,"Thanks, but ain't gonna happen this week.","Thanks, but ain't gonna happen this week.",7,41
1509,No,0,Thanx for Nav's address.,Thanx for Nav's address.,4,24
1510,No,0,"That KN Wattenberg order is excellent for us on the jurisdictional issue, so maybe the longer we wait the better the law will get for us.","That KN Wattenberg order is excellent for us on the jurisdictional issue, so maybe the longer we wait the better the law will get for us.",26,137
1511,No,0,"That article, you may recall, is where ECS agreed to create a computerized system that would monitor Continental Divide's electric system utilization and warn when their system peaks were occurring and then automatically take the compressor offline (subject to manual override) so we and ECS could avoid peak period demand charges.","That article, you may recall, is where ECS agreed to create a computerized system that would monitor Continental Divide's electric system utilization and warn when their system peaks were occurring and then automatically take the compressor offline (subject to manual override) so we and ECS could avoid peak period demand charges.",51,331
1512,No,0,That format would make it easier for me to transfer the info.,That format would make it easier for me to transfer the info.,12,61
1513,No,0,That is the only gibberish that you should be receiving.,That is the only gibberish that you should be receiving.,10,56
1514,No,0,That means you didn't send me the attachment.,That means you didn't send me the attachment.,8,45
1515,No,0,That power shortage Friday cut us off in the middle of our conversation about the appropriate tax language to use for a confirmation evidencing a trade between Teeside Power Financing Limited and RMT.,That power shortage Friday cut us off in the middle of our conversation about the appropriate tax language to use for a confirmation evidencing a trade between Teeside Power Financing Limited and RMT.,33,200
1516,No,0,That probably would make next week better for me than this week.,That probably would make next week better for me than this week.,12,64
1517,No,0,That should bring available cash for equities to: $$NUM,"That should bring available cash for equities to: $190,000",9,55
1518,No,0,That should make life fun for you!,That should make life fun for you!,7,34
1519,No,0,"That sounds nice but if we continue to make programs for M.O.P., I would like to use the short ones.","That sounds nice but if we continue to make programs for M.O.P., I would like to use the short ones.",20,100
1520,No,0,"That was his concern yesterday, and Kim's note really doesn't address that.","That was his concern yesterday, and Kim's note really doesn't address that.",12,75
1521,No,0,That will make good airplane material tomorrow.,That will make good airplane material tomorrow.,7,47
1522,No,0,That would send a pretty strong signal to the market that we are serious about deadlines.,That would send a pretty strong signal to the market that we are serious about deadlines.,16,89
1523,No,0,That's what confused me because I remember us sending in a fax nom.,That's what confused me because I remember us sending in a fax nom.,13,67
1524,No,0,"The CPUC gets out of the way and stops the practice of ""after-the-fact"" reviews of power purchases.","The CPUC gets out of the way and stops the practice of ""after-the-fact"" reviews of power purchases.",17,99
1525,No,0,The CPUC gets out of the way and stops the practice of after-the-fact reviews of power purchases.,The CPUC gets out of the way and stops the practice of after-the-fact reviews of power purchases.,17,97
1526,No,0,"The Celtics covet him, too, but Cleveland might not give them the chance because of the Cavs' need for size with the uncertainty in their frontcourt.","The Celtics covet him, too, but Cleveland might not give them the chance because of the Cavs' need for size with the uncertainty in their frontcourt.",26,149
1527,No,0,The Celtics need size but can't let a scorer get past them in the draft.,The Celtics need size but can't let a scorer get past them in the draft.,15,72
1528,No,0,The East Desk is having a meeting tomorrow at the same time to discuss the split out of the East Desk into $NUM new books.,The East Desk is having a meeting tomorrow at the same time to discuss the split out of the East Desk into 11 new books.,25,122
1529,No,0,"The Enron attendees for tomorrow's meeting are: Ken Lay, Marty Sunde and Bob Williams.","The Enron attendees for tomorrow's meeting are: Ken Lay, Marty Sunde and Bob Williams.",14,86
1530,No,0,The FERC Wednesday proposed limiting the California Power Exchange's price setting mechanism to $$NUM a megawatt-hour.,The FERC Wednesday proposed limiting the California Power Exchange's price setting mechanism to $150 a megawatt-hour.,16,118
1531,No,0,"The Notice of Intent air permit application for the Crawford C/S was mailed to the State of New Mexico, Air Quality Bureau.","The Notice of Intent air permit application for the Crawford C/S was mailed to the State of New Mexico, Air Quality Bureau.",22,123
1532,No,0,The Prime Minister of Japan didn't show up and actually it is expected that he is out of a job on a no confidence vote last night.,The Prime Minister of Japan didn't show up and actually it is expected that he is out of a job on a no confidence vote last night.,27,130
1533,No,0,The Republican lawmakers said the commission is responsible for nearly forcing the utilities into bankruptcy.,The Republican lawmakers said the commission is responsible for nearly forcing the utilities into bankruptcy.,15,109
1534,No,0,The Rockets need scorers and Alexander will produce during individual workouts.,The Rockets need scorers and Alexander will produce during individual workouts.,11,79
1535,No,0,The StatMill Web Site provides members of American Forest & Paper Association with immediate access to their statistical reports.,The StatMill Web Site provides members of American Forest & Paper Association with immediate access to their statistical reports.,19,129
1536,No,0,The Texas Desk needs to get a new product created.,The Texas Desk needs to get a new product created.,10,50
1537,No,0,The above will be held at the Houston Club and will be quite a fun event.,The above will be held at the Houston Club and will be quite a fun event.,16,73
1538,No,0,The address for St. Mary's church is as follows:,The address for St. Mary's church is as follows:,9,48
1539,No,0,"The applicable product numbers are $NUM, $NUM, $NUM, and $NUM.","The applicable product numbers are 33462, 33464, 33491, and 33492.",10,62
1540,No,0,The assistants pick up our lines and amtel us when voice mails have been left.),The assistants pick up our lines and amtel us when voice mails have been left.),15,79
1541,No,0,"The attendees are operations focussed and may be interested in issues such as siting, interconnection and environmental issues.","The attendees are operations focussed and may be interested in issues such as siting, interconnection and environmental issues.",18,127
1542,No,0,"The available times for the live telephone interview would be $NUM:30pm CT, $NUM:30pm CT, and $NUM:30pm CT.","The available times for the live telephone interview would be 5:30pm CT, 6:30pm CT, and 7:30pm CT.",17,107
1543,No,0,The best of luck getting organized.,The best of luck getting organized.,6,35
1544,No,0,The big issue getting in the way of the deal $NUM continues to be credit.,The big issue getting in the way of the deal 20 continues to be credit.,15,73
1545,No,0,"The biggest artists from every genre, sharing one stage for a legendary weekend in Vegas.","The biggest artists from every genre, sharing one stage for a legendary weekend in Vegas.",15,89
1546,No,0,"The budget, and the R's desire to mess with Davis, are prolonging things a bit.","The budget, and the R's desire to mess with Davis, are prolonging things a bit.",15,79
1547,No,0,The burger war heats up! McDonald's and Burger King collide and we want to know which fast food restaurant do you prefer.,The burger war heats up! McDonald's and Burger King collide and we want to know which fast food restaurant do you prefer.,22,121
1548,No,0,The class schedule hasn't required an afternoon dose as of yet.,The class schedule hasn't required an afternoon dose as of yet.,11,63
1549,No,0,The closing dinner for the big financing will be on Feb. $NUM.,The closing dinner for the big financing will be on Feb. 8.,12,62
1550,No,0,The counseling session provided us with the information needed to provide you options and discuss workable solutions that will help to improve your finances.,The counseling session provided us with the information needed to provide you options and discuss workable solutions that will help to improve your finances.,24,157
1551,No,0,The delivery point is Rayne.,The delivery point is Rayne.,5,28
1552,No,0,The delivery to the citygate should be on the big FOM deal ticket comingled with everything else.,The delivery to the citygate should be on the big FOM deal ticket comingled with everything else.,17,97
1553,No,0,The document you gave me is the form assignment letter that I have prepared for many Bridgeline personnel.,The document you gave me is the form assignment letter that I have prepared for many Bridgeline personnel.,18,106
1554,No,0,"The evualtion and written discussion of each disicpline is based upon the availability of records, documents and discussions with NWNG personnel.","The evualtion and written discussion of each disicpline is based upon the availability of records, documents and discussions with NWNG personnel.",21,145
1555,No,0,The first email was what I sent to Burton and Susan.,The first email was what I sent to Burton and Susan.,11,52
1556,No,0,The first step to determining the legacy you want to leave behind is establishing strong values that are important to pass on.,The first step to determining the legacy you want to leave behind is establishing strong values that are important to pass on.,22,126
1557,No,0,"The following title is scheduled for removal on Wednesday, August 28th.","The following title is scheduled for removal on Wednesday, August 28th.",11,71
1558,No,0,"The gold master arrived from Apple yesterday like a little gift from heaven, and we're happy to finally be able to give you the releasable iOS7-compatible version of the Aviary iOS SDK.","The gold master arrived from Apple yesterday like a little gift from heaven, and we're happy to finally be able to give you the releasable iOS7-compatible version of the Aviary iOS SDK.",32,185
1559,No,0,"The great national experiment to open the sale of electricity to competition, which California has been largely credited with pioneering, was supposed to lower prices by freeing consumers from the monopolistic grip of government regulated utilities.","The great national experiment to open the sale of electricity to competition, which California has been largely credited with pioneering, was supposed to lower prices by freeing consumers from the monopolistic grip of government regulated utilities.",36,249
1560,No,0,"The guy negotiating the bill on behalf of IEP told me that there's a $NUM% chance that it will make it out of the Senate by the end of next week, which means that it still has quite a ways to go.","The guy negotiating the bill on behalf of IEP told me that there's a 35-40% chance that it will make it out of the Senate by the end of next week, which means that it still has quite a ways to go.",42,195
1561,No,0,The insurance policies were not available at the time of this due diligence to determine policy applicability and coverage amounts for this site.,The insurance policies were not available at the time of this due diligence to determine policy applicability and coverage amounts for this site.,23,145
1562,No,0,"The intersection between publishing and technology would be the perfect fit for me, and the innovation behind BookVibe is so exciting.","The intersection between publishing and technology would be the perfect fit for me, and the innovation behind BookVibe is so exciting.",21,134
1563,No,0,"The kids love our home tradition for the game, and weren't sure that they wanted to give that up.","The kids love our home tradition for the game, and weren't sure that they wanted to give that up.",19,97
1564,No,0,"The latest piece of news is your possible chapter $NUM filing, and I've been raking my mind trying to see if you guys will be taken care of in that case.","The latest piece of news is your possible chapter 7 filing, and I've been raking my mind trying to see if you guys will be taken care of in that case.",31,153
1565,No,0,The meeting between Skilling & the Governor went well.,The meeting between Skilling & the Governor went well.,9,54
1566,No,0,"The meeting is about the balancing act--profits vs. principles, short vs. long-term needs, and listening to multiple stakeholders.","The meeting is about the balancing act--profits vs. principles, short vs. long-term needs, and listening to multiple stakeholders.",18,130
1567,No,0,"The meeting is about the balancing act-profits vs. principles, short vs. long-term needs, and listening to multiple stakeholders.","The meeting is about the balancing act-profits vs. principles, short vs. long-term needs, and listening to multiple stakeholders.",18,129
1568,No,0,"The meeting was convened at the request of Doug Arnell, but Jeff Shankman thinks that there is no need for formal meetings: we can ask them for the information directly on as needed basis.","The meeting was convened at the request of Doug Arnell, but Jeff Shankman thinks that there is no need for formal meetings: we can ask them for the information directly on as needed basis.",34,188
1569,No,0,"The mornings will be the best time to learn, but you can spend as much time as you want.","The mornings will be the best time to learn, but you can spend as much time as you want.",19,88
1570,No,0,The new HomeRun by Deem offer for $$NUM for Two Admissions to a Bridal Expo at Chateau Elan on August 18th is up here: $LINK,The new HomeRun by Deem offer for $10 for Two Admissions to a Bridal Expo at Chateau Elan on August 18th is up here: $LINK,25,124
1571,No,0,"The new HomeRun by Deem offer for $$NUM for Two Tickets to the Killian Hall Wedding Expo on Sunday, July 14th is up here: $LINK","The new HomeRun by Deem offer for $10 for Two Tickets to the Killian Hall Wedding Expo on Sunday, July 14th is up here: $LINK",25,127
1572,No,0,The new HomeRun by Deem offer for $$NUM for Four Drop-In Children’s Fitness Classes & Four Weeks of Unlimited Gym Access is up here: $LINK,The new HomeRun by Deem offer for $29 for Four Drop-In Children’s Fitness Classes &amp; Four Weeks of Unlimited Gym Access is up here: $LINK,25,138
1573,No,0,The new HomeRun by Deem offer for $$NUM for a Student Assessment and $NUM Weeks of $NUMHour Math or English Classes is up here: $LINK,The new HomeRun by Deem offer for $49 for a Student Assessment and 4 Weeks of 1-Hour Math or English Classes is up here: $LINK,25,133
1574,No,0,"The new product will be a day product like our current Katy and HSC Pool products, so it will be a fixed price product for next day gas delivered at the Corpus location.","The new product will be a day product like our current Katy and HSC Pool products, so it will be a fixed price product for next day gas delivered at the Corpus location.",33,169
1575,No,0,The nightly feedings are close at hand!!,The nightly feedings are close at hand!!,7,40
1576,No,0,The online team has scheduled a new employee training for tomorrow and at $NUM:$NUM am Tom Moran and I are going to give a presentation on online approval procedures.,The online team has scheduled a new employee training for tomorrow and at 10:30 am Tom Moran and I are going to give a presentation on online approval procedures.,29,166
1577,No,0,The only red flag is the perception of marketers being in the same room together.,The only red flag is the perception of marketers being in the same room together.,15,81
1578,No,0,The plan of getting short for OCT bidweek no longer applies because of reduced basis risk in OCT basis.,The plan of getting short for OCT bidweek no longer applies because of reduced basis risk in OCT basis.,19,103
1579,No,0,The position unites all the Field Operations actions together with the world wide corporate business plan:,The position unites all the Field Operations actions together with the world wide corporate business plan:,16,106
1580,No,0,The position unites all the Field Operations actions together with the world wide corporate business plan: $NUM.,The position unites all the Field Operations actions together with the world wide corporate business plan: 1.,17,112
1581,No,0,"The problem is that a clear target list, joint accountabilities and schedule between the groups has not been rolled out which was discussed at Columbia Lakes.","The problem is that a clear target list, joint accountabilities and schedule between the groups has not been rolled out which was discussed at Columbia Lakes.",26,158
1582,No,0,"The purpose of my visit is in regard to my Global Risk Management Operations role, I believe that Rick Causey met with you regarding some operations support that Brent and I will provide to Fernley during a transition period prior to the arrival and during the assimilation of Michael Jordan, the JP Morgan staffer that Fernley has hired.","The purpose of my visit is in regard to my Global Risk Management Operations role, I believe that Rick Causey met with you regarding some operations support that Brent and I will provide to Fernley during a transition period prior to the arrival and during the assimilation of Michael Jordan, the JP Morgan staffer that Fernley has hired.",58,338
1583,No,0,"The reason I ask is that OLER is revising all Enron policies right now, and I think that the harassment prevention policy is being revised as well.","The reason I ask is that OLER is revising all Enron policies right now, and I think that the harassment prevention policy is being revised as well.",27,147
1584,No,0,The reason I'm concerned is that when my brother moved he did a change of address and my mail has been screwed up ever since.,The reason I'm concerned is that when my brother moved he did a change of address and my mail has been screwed up ever since.,25,125
1585,No,0,The referenced Diamond Shamrock/Koch joint venture would like to execute the same one.,The referenced Diamond Shamrock/Koch joint venture would like to execute the same one.,13,86
1586,No,0,The remote computers that you want to access must be on and running the PocketCloud Companion app.,The remote computers that you want to access must be on and running the PocketCloud Companion app.,17,98
1587,No,0,The residual liquid binds with the butter to make the pasta succulent.,The residual liquid binds with the butter to make the pasta succulent.,12,70
1588,No,0,"The rest of the morning will be spent in breakout teams, with assignments to come up with specific action steps to strengthen operating controls, improve the accuracy of information provided and move toward best practices in providing mid and back office services within Enron.","The rest of the morning will be spent in breakout teams, with assignments to come up with specific action steps to strengthen operating controls, improve the accuracy of information provided and move toward best practices in providing mid and back office services within Enron.",44,277
1589,No,0,The returns and value provided by these companies will be primarily be based on the timing of new production and their asset base and they will realize (on a relative basis) very little from the trading.,The returns and value provided by these companies will be primarily be based on the timing of new production and their asset base and they will realize (on a relative basis) very little from the trading.,36,203
1590,No,0,The risk is showing the value of SJ to Socal topock (currently wide spreads for $NUM) on the transport when it actually has less value delivering to Mojave topock.,The risk is showing the value of SJ to Socal topock (currently wide spreads for 2001) on the transport when it actually has less value delivering to Mojave topock.,29,163
1591,No,0,"The sale of the assets came about in the attempt to ""trim the fat"" (or manage earnings, you make the call).","The sale of the assets came about in the attempt to ""trim the fat"" (or manage earnings, you make the call).",21,107
1592,No,0,"The sale of the assets came about in the attempt to trim the fat (or manage earnings, you make the call).","The sale of the assets came about in the attempt to trim the fat (or manage earnings, you make the call).",21,105
1593,No,0,The short bonus questionnaire will take under $NUM minutes to complete.,The short bonus questionnaire will take under 2 minutes to complete.,11,71
1594,No,0,The short bonus survey will take under $NUM minutes to finish.,The short bonus survey will take under 2 minutes to finish.,11,62
1595,No,0,The students in the class are were very smart -- many of them already have experience in the energy industries -- and we believe the course puts them in a position to immediately contribute to any energy-related organization that they would join.,The students in the class are were very smart -- many of them already have experience in the energy industries -- and we believe the course puts them in a position to immediately contribute to any energy-related organization that they would join.,42,246
1596,No,0,"The three iWork apps - Pages, Numbers and Keynote - have been available on the iPad since the tablet's debut in April $NUM.","The three iWork apps - Pages, Numbers and Keynote - have been available on the iPad since the tablet's debut in April 2010.",23,123
1597,No,0,The top book pick for you this week comes from Katie Kieffer who discussed:,The top book pick for you this week comes from Katie Kieffer who discussed:,14,75
1598,No,0,The topics covered in the manual addressed all environmenatl issues that the company appeared to be involved with.,The topics covered in the manual addressed all environmenatl issues that the company appeared to be involved with.,18,114
1599,No,0,"The turbines will be assigned to two sister Delaware LLCS: CA Energy Development I, LLC and CA Energy Development II, LLC.","The turbines will be assigned to two sister Delaware LLCS: CA Energy Development I, LLC and CA Energy Development II, LLC.",21,122
1600,No,0,"Then definition of the operating standards that we must uphold, discussion, plans on reporting and buy in on these.","Then definition of the operating standards that we must uphold, discussion, plans on reporting and buy in on these.",19,115
1601,No,0,"Then, on Sunday, I did something and now can't get the computer to load up windows.","Then, on Sunday, I did something and now can't get the computer to load up windows.",16,83
1602,No,0,There are a number of people here in Houston that could probably give you a read on her based on very recent experience.,There are a number of people here in Houston that could probably give you a read on her based on very recent experience.,23,120
1603,No,0,There are four of us that are not playing tomorrow?,There are four of us that are not playing tomorrow?,10,51
1604,No,0,There are only TWO DAYS LEFT to save up to $NUM% on select styles for the entire family!,There are only TWO DAYS LEFT to save up to 50% on select styles for the entire family!,18,88
1605,No,0,"There could be a play to get a hefty sum up front from a consulting firm to partner with us - we impart our risk knowledge, they get the edge in the marketplace from pairing with us, we take our upfront payment, they do most of the grinding work - not necessarily a bad model.","There could be a play to get a hefty sum up front from a consulting firm to partner with us - we impart our risk knowledge, they get the edge in the marketplace from pairing with us, we take our upfront payment, they do most of the grinding work - not necessarily a bad model.",55,276
1606,No,0,"There has been a change in plans, the dinner is now going to be held at Pastor Beth's.","There has been a change in plans, the dinner is now going to be held at Pastor Beth's.",18,86
1607,No,0,There is also a position open for Director of Development of Rice University and I have contacted Malcolm Gillis and Christie Patrick happens to be meeting with him today so she is going to mention that I am interested.,There is also a position open for Director of Development of Rice University and I have contacted Malcolm Gillis and Christie Patrick happens to be meeting with him today so she is going to mention that I am interested.,39,219
1608,No,0,There is also hope that any deal would be used as a way to get Pacific Gas & Electric Co. out of bankruptcy.,There is also hope that any deal would be used as a way to get Pacific Gas & Electric Co. out of bankruptcy.,23,108
1609,No,0,"There is an Enron happy hour for Beth that I will stop by at $NUM:$NUM that night, but I expect to be free after that.","There is an Enron happy hour for Beth that I will stop by at 6:30 that night, but I expect to be free after that.",25,118
1610,No,0,There is not enough data on it to make an educated decision.,There is not enough data on it to make an educated decision.,12,60
1611,No,0,"There is sheer disaster that impacts many companies/locations (which may require one approach), and then there is nusance stuff (frozen freeways in Houston, etc.) that really requires an updated contact list and set of notification procedures.","There is sheer disaster that impacts many companies/locations (which may require one approach), and then there is nusance stuff (frozen freeways in Houston, etc.) that really requires an updated contact list and set of notification procedures.",36,243
1612,No,0,"There may be some slight changes before the forum begins, but this will give you a good idea of the topics to be covered and the other speakers who will address the group.","There may be some slight changes before the forum begins, but this will give you a good idea of the topics to be covered and the other speakers who will address the group.",33,171
1613,No,0,There was a general discussion about whether going to numbers made it seem more competitive.,There was a general discussion about whether going to numbers made it seem more competitive.,15,92
1614,No,0,"There were references to a $NUM document in the ""Baseline"" report for specific parameters, but there may have been an update to target contamination level requirements since that date and therefore, I used $NUM ppm which is a general action level for most states for total petroleum hydrocarbons.","There were references to a 1989 document in the ""Baseline"" report for specific parameters, but there may have been an update to target contamination level requirements since that date and therefore, I used 10,000 ppm which is a general action level for most states for total petroleum hydrocarbons.",48,296
1615,No,0,"There were references to a $NUM document in the Baseline report for specific parameters, but there may have been an update to target contamination level requirements since that date and therefore, I used $NUM ppm which is a general action level for most states for total petroleum hydrocarbons.","There were references to a 1989 document in the Baseline report for specific parameters, but there may have been an update to target contamination level requirements since that date and therefore, I used 10,000 ppm which is a general action level for most states for total petroleum hydrocarbons.",48,294
1616,No,0,"Therefore, I think the questions which Tozzinni needs to address are along the lines of:","Therefore, I think the questions which Tozzinni needs to address are along the lines of:",15,88
1617,No,0,These are my hours: 8am to 5pm,These are my hours: 8am to 5pm,7,30
1618,No,0,"These changes will take effect October $NUM, $NUM and will apply to your account from this date forward.","These changes will take effect October 17, 2013 and will apply to your account from this date forward.",18,104
1619,No,0,"These deals are going to accelerate--very confidentially, they are directly linked to getting the universe connected to Enron On-line, our very successful B2B website.","These deals are going to accelerate--very confidentially, they are directly linked to getting the universe connected to Enron On-line, our very successful B2B website.",24,167
1620,No,0,These technologies carry great promise for addressing some of the challenges currently faced by regulators and market participants alike.,These technologies carry great promise for addressing some of the challenges currently faced by regulators and market participants alike.,19,137
